id,account,text,date,is_electronics,training_score,training_auc,prod_score,annotation
166,Berge & Berge,"Hi-Tech Stand Mixer, 4L Kitchen Mixer, 600W 6 Speed with Pulse Function Tilt-Head Stand Mixers with Splash Guard, Stainless Steel Bowl, Beaters, Whisk, Dough Hook, Red Looking for a machine that's not only powerful, but also considerably reduces your effort and time spent in the kitchen, look no further, Hi-Tech's chef master 101 is a stand mixer which is a complete solution to all your mixing, blending, kneading, whisking and beating needs. Smooth tilt head design equipped with a 4 litre removable stainless steel container with bowl cover and 3 blades dedicated to their particular type of mixing, this machine is highly sturdy, efficient, and safe. The 6 speed controls enables you to observe the mixing as per the dish's requirements and get just the perfect mix. Stainless steel parts eliminate the risk of corrosion to zero, thereby ensuring a lasting product. This master chef product has a planetary motion for perfect mixing result along with attractive and indicative LED light.",2023-02-26,0,0.0060619935,0.706,0.0564479161802195,
167,Berge & Berge,"Callas Metal Mesh Round Wastebasket, Set of 2 (Black)",2023-02-28,0,0.024421345,0.706,1.185489811661379,
168,Berge & Berge,"Kindle Oasis - 7"" High Resolution Display, Waterproof, 8 GB, WiFi",2023-02-06,1,0.13991953,0.706,0.0733946355292885,
169,Berge & Berge,"India in the Age of Ideas: Select Writings: 2006-2018 About the Author Sanjeev Sanyal is an internationally acclaimed economist and best-selling author. He is currently the Principal Economic Advisor to the Government of India and also serves as the Co-Chair of the G-20 Framework Working Group. Prior to joining the government, he was Global Strategist & Managing Director at Deutsche Bank. He was named Young Global Leader by the World Economic Forum in 2010. Sanjeev is also a well-known environmentalist and urban theorist. In 2007, he was awarded the Eisenhower Fellowship for his work on urban dynamics. He was a Visiting Scholar at Oxford University; Adjunct Fellow at the Institute of Policy Studies, Singapore; and a Senior Fellow of the World Wide Fund for Nature. In 2016, he served in the Future City Sub-Committee of the Singapore government tasked with building a long-term vision for the city-state, and is currently a member of the committee tasked with writing a new National Urban Policy for India (to be published in 2019). Sanjeev went to Shri Ram College of Commerce, Delhi and Oxford University where he was a Rhodes Scholar. His best-selling books include Land of the Seven Rivers, Life Over Two Beers and The Ocean of Churn.",2023-01-29,0,0.0005294482,0.706,0.1649185275410921,
170,Berge & Berge,Think & Grow Rich - Lectures by Napoleon Hill [MP3],2023-03-11,0,0.026536584,0.706,1.0438182381562982,
171,Berge & Berge,WD Elements 2TB Portable External Hard Drive (Black),2023-03-01,1,0.640394,0.706,0.0344893088752213,
172,Berge & Berge,Novex Faux Leather 15-inch Laptop Bag (Brown),2023-02-14,1,0.02713681,0.706,1.114272275398885,
173,Berge & Berge,Hanes Men's Cotton Vest (Pack of 3) Hanes Men White U-neck Sleeveless Solid Evening Vest.,2023-01-23,0,0.0011474524,0.706,0.0635776092754957,
174,Berge & Berge,"Crompton Solarium DLX IWH03PC1 3-Litre Instant Water Heater (Ivory) Geysers and water heaters have become a part of our lifestyle. It is so invigorating to shower in hot water after a long day’s tedious work. This is when an electric geyser comes in handy. Geysers convert electrical energy into heat energy through a heating element. Cold water comes into a compartment, gets warmed up to a certain degree, by the heating element and then the heated water is carried out through another outlet. There are a lot of water heaters out there in the market. Crompton is one of the leading players when it comes to geysers and water heaters. Whether it is a tank geyser or an instant geyser, Crompton is a master at both.",2023-01-15,0,0.0024278944,0.706,0.0508260666041443,
175,Berge & Berge,"WECAM Bullet Camera Housing- Small Size, Protects Your CCTV Camera from Vandals, Comes with Free Stand This product is of WECAM brand. This Housing protects your CCTV Bullet camera from vandals.",2023-01-08,1,0.029988429,0.706,0.0931571391092613,
176,Berge & Berge,"WD WDS120G2G0A 120GB 2.5-inch Internal SSD (Green) For fast performance and reliability, WD Green SSDs boost the everyday computing experience in your desktop or laptop PC.With the performance boost from a WD Green SATA SSD, you can browse the web, play a game, or simply start your system in a flash.Lightweight and shock resistant, WD Green SSDs use no moving parts and help keep your data safe from loss in the case of accidental bumps and drops.WD Green SSDs are among the lowest power consuming drives in the industry. And with less power used, your laptop runs longer.",2023-03-25,1,0.0859587,0.706,1.0567377687468198,
177,Berge & Berge,"Zaptin GM-360 Mini Rugby Bluetooth Wireless Speakers with USB and SD Card Slot Built in Mic Compatible with All Android, Windows and iOS Devices Size name:Rugby Speaker   Rugby bluetooth speaker small in size & BIG on quality. Play FM radio and enjoy your favorite music directly through Bluetooth, PEN drive or Micro SD card with rechargeable battery. Ideal compatible for all android , IOS Smartphone's & and Laptop's (gives excellent audio output when you are enjoying your movies in your own comfort).Can be easily carried in your bag when travelling. Rugby shaped bluetooth speakerExpanded bxs (Bass Expansion system) drives a fuller, richer low-end response. New, larger driver delivers precise high for superb sound. Rugby speaker has Built-in Microphone. Bluetooth Function. Handsfree Call Feature. Built in Rechargeable Lithium ion Battery. Rugby portable bluetooth speakerspeakerLong talk time and standby time with low power consumption. Support switch songs and volume control. Work with most of Bluetooth enabled devices, such as mobile phones, tablets, computers, etc.",2023-02-23,1,0.7382967,0.706,0.0438607087632005,
178,Berge & Berge,"Yellow Weaves Microfibre Door Mat, 16x24 Inches, Multicolour -Set of 3 Size:Set of 3                                                                                 |                            Color Name:Multicolour   Enhance the appeal of your bathroom with this door mat. Made of good quality microfiber material to absorb dust and helps to keep bathroom area clean as well as dry. Embellished with plain pattern that add a charm to it.",2023-03-19,0,0.0082185855,0.706,1.0660816173986911,
179,Berge & Berge,Handbook of Equine Emergencies,2023-03-27,0,0.0011474524,0.706,0.1231960960738735,
180,Berge & Berge,Exotic India Plain Men's Shawl with Brown Woven Border Dimensions: 8.0 ft x 4.0 ft,2023-03-14,0,0.0642861,0.706,1.1407096495166118,
181,Berge & Berge,Puja Rajasva Lekhpal Sidhi Bharti Chayan Pariksha Based on latest syllabus & pattern,2023-03-29,0,0.022420665,0.706,0.0805258436453267,
182,Berge & Berge,"CAMEY Women's Purple Round Neck Twisted Cable Knit Girl Print Pullover Sweater This beautiful sweatshirt is such an essential for your fall wardrobe. You're sure to love wearing it all season long, it is very easy to wear. Unique design make you charming. This amazing sweatshirt tops is perfect to match leggings, jeans, shorts. measurement in inches- bust-28, shoulder-12 length-22, sleeve length-23.",2023-01-28,0,0.25345734,0.706,0.0795373098515089,
183,Berge & Berge,TVS Bharal Gold USB Keyboard (Black) TVS Bharal Gold USB keyboard easy and soft work with any official and home uses. The interface type is USB.,2023-03-20,1,0.25529855,0.706,1.1229749187421052,
184,Berge & Berge,Hanes Men's Plain Thermal Top Hanes Men White Round Neck Full Sleeve Solid Casual Thermal Top,2023-02-22,0,0.02713681,0.706,-0.0167169970518766,
185,Berge & Berge,"Theology                                                                                                                                                                                                                                                                Import Sinead O'Connor sings from the heart and inspires the soul. Theology marks the first new material from Sinead since 2000's Faith And Courage - nine songs supplemented by three stunning reinterpretations: Curtis Mayfield's 'We The People Who Are Darker Than Blue', the reggae standard 'Rivers of Babylon' and Andrew Lloyd Webber's and Tim Rice's classic 'I Don't Know How To Love Him' from Jesus Christ Superstar. This unique two CD collection offers very different versions of these songs, recorded in separate locations. The Dublin Sessions CD features haunting, intimate, acoustically-based versions. The London Sessions CD is composed of more contemporary pop-rock arrangements.",2023-01-29,0,0.0037410355,0.706,1.0629598986580249,
186,Berge & Berge,"Micromax Canvas Tab P681 Tablet (8 inch, 16 GB, Wi-Fi + 3G LTE + Voice Calling), Grey Colour:Grey   1GB Ram, 16GB Rom, Rear Camera 5.0, Front 2.0",2023-03-08,1,0.05049311,0.706,0.1095852341741377,
187,Berge & Berge,"A Wrestling Life: The Inspiring Stories of Dan Gable Review ""No one is a better motivator than Gable and that is a huge part of the success of Iowa wrestling.""--Lou Banach, 1984 Olympic gold medalist ""Coach Gable is the best mentor a person could ever have in their lives.""--Tom Brands, head wrestling coach, University of Iowa ""A Wrestling Life shows readers not only how Dan Gable cultivated the 'Iowa Way' to becoming a world-class athlete, but how he became the man behind the athlete. Through his unwavering commitment to teamwork and using the hardships in his life to fuel his unparalleled work ethic, he has truly been earned his place as the godfather of Iowa sports.""--Nate Kaeding, former Iowa Hawkeye and NFL football player ""The stories in A Wrestling Life offer keen insight into how, beginning at a very young age, Dan Gable was able to use personal achievement, adversity, and even tragedy as motivation to reach the highest levels of success and to have a profound affect on those around him. Gable's love and commitment to his family, teammates, teams, and friends jumps out in story after story. As a high school and college wrestler I wanted to wrestle for Dan Gable. Now I know why!""--Mike Golic, ESPN broadcaster, NFL player, Notre Dame football player and wrestler ""Dan Gable has been called 'Sports Figure of the Century' by Sports Illustrated. If you've never heard of him (or even if you have), you're in for a treat. A Wrestling Life details Gable's most profound triumphs and disappointing losses, both on the mat and off. He's been a primary inspiration to me since I was 15, and this book will show you why. In a modern world of political correctness and glad handing, the art of the fight is highly undervalued. Allow Dan to show you another way.""--Tim Ferriss, author, The 4-Hour Body 				    	 					 About the Author Dan Gable has been named to several Halls of Fame including the USA Wrestling Hall of Fame, the US Olympic Hall of Fame, the National Wrestling Hall of Fame, and is the namesake of the National Wrestling Hall of Fame Dan Gable Museum in Waterloo, Iowa. In 2002, he was appointed to the President's Council on Physical Fitness and Sports. He has been named the top wrestler of the 20th Century by Gannett News Services, is listed as one of the top coaches of the 20th Century by ESPN, and is named Iowa's top sports figure in the past 100 years. In 1996, Gable was named one of the ""100 Golden Olympians,"" an honor bestowed to the top 100 U.S. Olympians of all time. During the 2012 Olympics, he was inducted into the FILA Hall of Fame Legends of the Sport category, becoming one of three people in the world to receive this honor. He resides in Iowa City, Iowa, with his wife Kathy. Born and raised in Connecticut, Scott Schulte has been a fan of Dan Gable his entire life. He enjoyed success as a high school wrestler and runner and as a high school wrestling and track coach for many years. The father of two sons and two grandchildren, he is a professional writer. He lives in Milford, Connecticut.",2023-03-04,0,0.010205508,0.706,1.1285511851922545,
